incident_id,timestamp,machine_id,operator_id,incident_type,severity,description,location,resolved,resolution,created_at
INC0119,2026-09-06 02:45:47,COM012,OP048,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-06 02:45:47
INC0120,2026-08-09 18:45:47,WHE008,OP067,Seatbelt Violation,Low,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-09 18:45:47
INC0121,2026-09-18 05:45:47,EXC049,OP090,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-18 05:45:47
INC0122,2026-08-11 01:45:47,DUM029,OP025,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-11 01:45:47
INC0123,2026-08-09 17:45:47,GRA004,OP027,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,False,,2026-08-09 17:45:47
INC0124,2026-08-22 02:45:47,DUM029,OP093,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-22 02:45:47
INC0125,2026-08-23 09:45:47,EXC007,OP069,Other,High,Other event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-23 09:45:47
INC0126,2026-09-13 11:45:47,EXC025,OP086,Overheating,Medium,Overheating event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-13 11:45:47
INC0127,2026-09-11 04:45:47,DUM017,OP085,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-09-11 04:45:47
INC0128,2026-09-16 06:45:47,COM018,OP008,Overheating,Low,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-16 06:45:47
INC0129,2026-08-30 11:45:47,DUM011,OP070,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-30 11:45:47
INC0130,2026-08-29 02:45:47,EXC001,OP066,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-29 02:45:47
INC0131,2026-08-27 14:45:47,EXC031,OP006,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-27 14:45:47
INC0132,2026-08-20 04:45:47,EXC031,OP056,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-20 04:45:47
INC0133,2026-08-16 00:45:47,COM030,OP049,Other,Medium,Other event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-08-16 00:45:47
INC0134,2026-08-10 09:45:47,EXC031,OP054,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-10 09:45:47
INC0135,2026-08-23 07:45:47,DOZ027,OP024,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-23 07:45:47
INC0136,2026-08-19 10:45:47,EXC019,OP070,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-19 10:45:47
INC0137,2026-08-18 04:45:47,WHE020,OP014,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-18 04:45:47
INC0138,2026-08-30 02:45:47,DOZ015,OP086,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-30 02:45:47
INC0139,2026-08-14 22:45:47,GRA022,OP052,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-08-14 22:45:47
INC0140,2026-08-29 10:45:47,WHE020,OP014,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-29 10:45:47
INC0141,2026-08-15 14:45:47,GRA046,OP088,Overheating,Medium,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-15 14:45:47
INC0142,2026-08-17 13:45:47,EXC025,OP033,Seatbelt Violation,Low,Seatbelt Violation event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-17 13:45:47
INC0143,2026-09-09 02:45:47,WHE032,OP083,Other,Low,Other event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-09-09 02:45:47
INC0144,2026-08-08 16:45:47,GRA022,OP085,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-08 16:45:47
INC0145,2026-08-19 09:45:47,WHE044,OP007,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-08-19 09:45:47
INC0146,2026-09-10 23:45:47,COM024,OP072,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-10 23:45:47
INC0147,2026-08-25 11:45:47,GRA010,OP075,Fatigue,Critical,Fatigue event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-08-25 11:45:47
INC0148,2026-09-02 04:45:47,COM018,OP023,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-02 04:45:47
INC0149,2026-09-15 01:45:47,DOZ039,OP032,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-15 01:45:47
INC0150,2026-09-12 08:45:47,WHE026,OP001,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-12 08:45:47
INC0151,2026-08-18 13:45:47,EXC037,OP095,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-18 13:45:47
INC0152,2026-08-22 11:45:47,COM030,OP047,Fatigue,High,Fatigue event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-08-22 11:45:47
INC0153,2026-08-30 18:45:47,DOZ039,OP030,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-30 18:45:47
INC0154,2026-09-10 14:45:47,EXC049,OP065,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-09-10 14:45:47
INC0155,2026-09-22 22:45:47,GRA040,OP082,Other,Low,Other event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-22 22:45:47
INC0156,2026-09-17 20:45:47,DUM029,OP031,Overheating,High,Overheating event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-17 20:45:47
INC0157,2026-08-18 05:45:47,GRA022,OP033,Overheating,Critical,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-18 05:45:47
INC0158,2026-09-16 11:45:47,DOZ045,OP091,Other,High,Other event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-16 11:45:47
INC0159,2026-09-20 09:45:47,COM048,OP011,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-20 09:45:47
INC0160,2026-09-17 17:45:47,DUM035,OP032,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-17 17:45:47
INC0161,2026-08-17 17:45:47,COM024,OP066,Overheating,Critical,Overheating event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-08-17 17:45:47
INC0162,2026-09-16 20:45:47,DOZ015,OP044,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-16 20:45:47
INC0163,2026-09-11 10:45:47,COM006,OP063,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-11 10:45:47
INC0164,2026-09-19 17:45:47,DOZ027,OP065,Overheating,Critical,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-19 17:45:47
INC0165,2026-08-09 23:45:47,DUM005,OP017,Overheating,High,Overheating event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-09 23:45:47
INC0166,2026-09-06 18:45:47,GRA022,OP012,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-06 18:45:47
INC0167,2026-09-10 04:45:47,DOZ015,OP098,Other,High,Other event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-10 04:45:47
INC0168,2026-09-15 18:45:47,EXC025,OP072,Excessive Idling,High,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-15 18:45:47
INC0169,2026-08-24 14:45:47,EXC049,OP052,Excessive Idling,Critical,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-24 14:45:47
INC0170,2026-09-06 04:45:47,GRA004,OP002,Excessive Idling,Critical,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-06 04:45:47
INC0171,2026-08-10 15:45:47,DOZ021,OP084,Overheating,Critical,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-08-10 15:45:47
INC0172,2026-09-08 10:45:47,DOZ015,OP011,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-08 10:45:47
INC0173,2026-08-16 22:45:47,DOZ015,OP023,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-08-16 22:45:47
INC0174,2026-09-01 20:45:47,DUM047,OP093,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-01 20:45:47
INC0175,2026-09-03 18:45:47,GRA022,OP015,Overheating,Low,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-03 18:45:47
INC0176,2026-08-09 21:45:47,DUM035,OP006,Overheating,High,Overheating event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-09 21:45:47
INC0177,2026-08-31 23:45:47,WHE014,OP015,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-31 23:45:47
INC0178,2026-08-24 10:45:47,GRA022,OP038,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-24 10:45:47
INC0179,2026-08-16 13:45:47,DOZ039,OP100,Excessive Idling,High,Excessive Idling event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-16 13:45:47
INC0180,2026-09-17 08:45:47,EXC031,OP053,Overheating,Low,Overheating event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-17 08:45:47
INC0181,2026-08-29 02:45:47,EXC031,OP074,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-29 02:45:47
INC0182,2026-08-28 01:45:47,COM024,OP038,Excessive Idling,High,Excessive Idling event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-28 01:45:47
INC0183,2026-09-14 06:45:47,GRA010,OP066,Excessive Idling,Critical,Excessive Idling event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-14 06:45:47
INC0184,2026-09-04 19:45:47,WHE044,OP074,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-04 19:45:47
INC0185,2026-09-09 17:45:47,COM018,OP088,Overheating,Low,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-09 17:45:47
INC0186,2026-08-10 23:45:47,DOZ039,OP065,Seatbelt Violation,High,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-10 23:45:47
INC0187,2026-09-22 22:45:47,DUM023,OP095,Fatigue,Critical,Fatigue event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-22 22:45:47
INC0188,2026-08-12 13:45:47,DUM047,OP076,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-08-12 13:45:47
INC0189,2026-08-21 07:45:47,DOZ027,OP009,Other,Medium,Other event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-21 07:45:47
INC0190,2026-08-14 21:45:47,COM036,OP061,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-14 21:45:47
INC0191,2026-08-25 10:45:47,COM030,OP057,Excessive Idling,High,Excessive Idling event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-08-25 10:45:47
INC0192,2026-09-13 23:45:47,COM042,OP027,Other,Critical,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-13 23:45:47
INC0193,2026-08-26 09:45:47,WHE032,OP060,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-08-26 09:45:47
INC0194,2026-09-08 00:45:47,COM006,OP008,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-08 00:45:47
INC0195,2026-09-12 06:45:47,DOZ009,OP071,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-12 06:45:47
INC0196,2026-09-05 05:45:47,DOZ003,OP053,Mechanical Anomaly,Medium,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-05 05:45:47
INC0197,2026-09-20 07:45:47,DOZ015,OP025,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-20 07:45:47
INC0198,2026-09-07 03:45:47,GRA040,OP076,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-07 03:45:47
INC0199,2026-08-29 17:45:47,WHE002,OP052,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-29 17:45:47
INC0200,2026-08-28 16:45:47,GRA046,OP030,Overheating,Low,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-08-28 16:45:47
INC0201,2026-09-01 21:45:47,COM042,OP017,Overheating,Medium,Overheating event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-01 21:45:47
INC0202,2026-08-16 02:45:47,WHE026,OP042,Fatigue,Medium,Fatigue event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-16 02:45:47
INC0203,2026-09-07 20:45:47,DOZ009,OP065,Seatbelt Violation,High,Seatbelt Violation event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-07 20:45:47
INC0204,2026-09-07 03:45:47,GRA004,OP005,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-07 03:45:47
INC0205,2026-08-19 20:45:47,COM036,OP044,Fatigue,High,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-19 20:45:47
INC0206,2026-09-15 17:45:47,GRA022,OP032,Other,Low,Other event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-15 17:45:47
INC0207,2026-09-07 06:45:47,EXC049,OP098,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-07 06:45:47
INC0208,2026-08-21 11:45:47,DUM023,OP040,Overheating,Medium,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-21 11:45:47
INC0209,2026-09-04 07:45:47,GRA016,OP057,Overheating,Critical,Overheating event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-04 07:45:47
INC0210,2026-08-18 22:45:47,GRA022,OP004,Overheating,Critical,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-18 22:45:47
INC0211,2026-08-19 23:45:47,GRA034,OP082,Fatigue,Critical,Fatigue event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-19 23:45:47
INC0212,2026-09-08 17:45:47,WHE044,OP024,Seatbelt Violation,Low,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-08 17:45:47
INC0213,2026-09-18 20:45:47,DUM011,OP016,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-18 20:45:47
INC0214,2026-08-18 23:45:47,COM006,OP080,Seatbelt Violation,High,Seatbelt Violation event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-18 23:45:47
INC0215,2026-08-19 20:45:47,WHE014,OP076,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-19 20:45:47
INC0216,2026-09-12 19:45:47,GRA034,OP100,Fatigue,Critical,Fatigue event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-12 19:45:47
INC0217,2026-09-07 06:45:47,EXC013,OP090,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-09-07 06:45:47
INC0218,2026-08-28 06:45:47,WHE020,OP073,Other,High,Other event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-28 06:45:47
INC0219,2026-09-04 02:45:47,WHE008,OP061,Fatigue,Critical,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-04 02:45:47
INC0220,2026-09-11 06:45:47,GRA028,OP002,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-11 06:45:47
INC0221,2026-08-24 11:45:47,COM036,OP065,Fatigue,Low,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-24 11:45:47
INC0222,2026-09-11 19:45:47,DOZ021,OP011,Seatbelt Violation,Low,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-11 19:45:47
INC0223,2026-09-14 11:45:47,WHE020,OP044,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-09-14 11:45:47
INC0224,2026-09-17 20:45:47,WHE044,OP021,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-17 20:45:47
INC0225,2026-09-18 23:45:47,WHE020,OP047,Overheating,High,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-18 23:45:47
INC0226,2026-08-11 13:45:47,GRA034,OP064,Overheating,Medium,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-08-11 13:45:47
INC0227,2026-08-28 07:45:47,GRA004,OP035,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,False,,2026-08-28 07:45:47
INC0228,2026-09-17 00:45:47,COM030,OP041,Other,Low,Other event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-17 00:45:47
INC0229,2026-09-07 03:45:47,WHE026,OP088,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-07 03:45:47
INC0230,2026-09-19 20:45:47,GRA004,OP030,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-19 20:45:47
INC0231,2026-08-20 05:45:47,WHE050,OP044,Fatigue,High,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-20 05:45:47
INC0232,2026-08-21 20:45:47,EXC001,OP074,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-08-21 20:45:47
INC0233,2026-08-28 18:45:47,GRA016,OP089,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-08-28 18:45:47
INC0234,2026-09-20 09:45:47,COM042,OP002,Mechanical Anomaly,Critical,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-20 09:45:47
INC0235,2026-08-16 07:45:47,DUM017,OP043,Other,Critical,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-16 07:45:47
INC0236,2026-09-19 03:45:47,DOZ009,OP052,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-19 03:45:47
INC0237,2026-08-21 13:45:47,EXC043,OP069,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-08-21 13:45:47
