task_id,task_type,machine_id,operator_id,location,priority,scheduled_start,estimated_time_min,predicted_time_min,actual_time_min,load_cycles,distance,weather,operator_skill,machine_age,status
T0369,Compaction,GRA022,OP099,Site Alpha - Sector 4 Foundation,Medium,2026-08-05 07:03:47,50.0,55.5,53.8,10,2.74,Sunny,Beginner,0.8,Completed
T0370,Demolition,EXC025,OP020,Site Beta - North Overpass,Medium,2026-08-05 07:45:47,110.0,173.3,169.5,18,1.88,Storm,Expert,9.2,Completed
T0371,Trenching,DOZ045,OP099,Site Gamma - River Basin Basin Prep,Medium,2026-08-05 08:27:47,75.0,93.1,93.1,23,1.68,Sunny,Beginner,4.0,Completed
T0372,Compaction,DUM029,OP006,Site Beta - North Overpass,Critical,2026-08-05 09:09:47,50.0,41.1,38.6,22,2.5,Sunny,Expert,1.0,Completed
T0373,Material Loading,WHE044,OP093,Site Alpha - Sector 4 Foundation,Medium,2026-08-05 09:51:47,45.0,54.6,51.1,11,4.46,Sunny,Beginner,1.2,Completed
T0374,Grading,GRA040,OP037,Site Gamma - River Basin Basin Prep,Critical,2026-08-05 10:33:47,90.0,116.2,122.8,18,2.77,Windy,Beginner,1.3,Completed
T0375,Trenching,DUM035,OP031,Site Beta - North Overpass,High,2026-08-05 11:15:47,75.0,76.9,69.8,9,1.8,Sunny,Intermediate,3.2,Completed
T0376,Hauling,EXC031,OP025,Site Delta - Highway Interchange,High,2026-08-05 11:57:47,40.0,63.0,60.5,19,2.43,Storm,Intermediate,2.5,Completed
T0377,Compaction,EXC037,OP057,Site Beta - North Overpass,Critical,2026-08-05 12:39:47,50.0,67.3,76.3,21,0.62,Rainy,Intermediate,6.0,Completed
T0378,Hauling,EXC019,OP100,Site Gamma - River Basin Basin Prep,Critical,2026-08-05 13:21:47,40.0,52.5,52.1,25,0.85,Cloudy,Beginner,4.5,Completed
T0379,Demolition,GRA034,OP054,Site Alpha - Sector 4 Foundation,Medium,2026-08-05 14:03:47,110.0,127.9,138.8,16,0.69,Sunny,Beginner,0.8,Completed
T0380,Hauling,EXC013,OP078,Site Beta - East Trenching Zone,Medium,2026-08-05 14:45:47,40.0,56.1,52.0,8,1.14,Windy,Beginner,3.2,Completed
T0381,Hauling,DUM017,OP007,Site Alpha - Sector 1 Quarry,Critical,2026-08-05 15:27:47,40.0,50.1,53.4,21,1.1,Cloudy,Beginner,1.7,Completed
T0382,Hauling,COM024,OP071,Site Delta - Highway Interchange,Low,2026-08-05 16:09:47,40.0,71.6,71.2,29,3.21,Rainy,Beginner,10.9,Completed
T0383,Compaction,GRA034,OP016,Site Alpha - Sector 4 Foundation,High,2026-08-05 16:51:47,50.0,88.3,78.3,20,1.03,Storm,Beginner,0.8,Completed
T0384,Earth Excavation,EXC049,OP021,Site Alpha - Sector 4 Foundation,High,2026-08-05 17:33:47,60.0,82.3,80.4,18,2.83,Rainy,Intermediate,6.5,Completed
T0385,Grading,DOZ033,OP019,Site Beta - East Trenching Zone,Critical,2026-08-05 18:15:47,90.0,110.9,109.8,15,1.35,Sunny,Beginner,3.2,Completed
T0386,Earth Excavation,DOZ015,OP058,Site Delta - Highway Interchange,High,2026-08-05 18:57:47,60.0,60.1,62.3,21,3.1,Sunny,Intermediate,2.7,Completed
T0387,Earth Excavation,DOZ027,OP007,Site Gamma - River Basin Basin Prep,Critical,2026-08-05 19:39:47,60.0,94.3,95.2,23,1.94,Rainy,Beginner,4.3,Completed
T0388,Demolition,COM024,OP031,Site Delta - Highway Interchange,Critical,2026-08-05 20:21:47,110.0,131.8,130.6,26,0.52,Sunny,Intermediate,10.9,Completed
T0389,Earth Excavation,COM024,OP029,Site Delta - Highway Interchange,Low,2026-08-05 21:03:47,60.0,94.2,90.8,15,4.26,Storm,Expert,10.9,Completed
T0390,Material Loading,EXC007,OP092,Site Alpha - Sector 4 Foundation,High,2026-08-05 21:45:47,45.0,54.7,55.4,28,4.4,Sunny,Beginner,3.2,Completed
T0391,Hauling,GRA010,OP018,Site Beta - East Trenching Zone,Low,2026-08-05 22:27:47,40.0,47.7,44.8,26,2.66,Rainy,Expert,3.4,Completed
T0392,Material Loading,EXC031,OP090,Site Delta - Highway Interchange,Medium,2026-08-05 23:09:47,45.0,36.9,42.9,27,0.63,Sunny,Expert,2.5,Completed
T0393,Hauling,GRA046,OP061,Site Gamma - River Basin Basin Prep,Critical,2026-08-05 23:51:47,40.0,56.6,60.6,15,0.87,Storm,Intermediate,0.6,Completed
T0394,Demolition,EXC001,OP011,Site Alpha - Sector 4 Foundation,Low,2026-08-06 00:33:47,110.0,126.1,141.3,17,1.45,Sunny,Beginner,2.4,Completed
T0395,Material Loading,WHE014,OP020,Site Alpha - Sector 1 Quarry,Critical,2026-08-06 01:15:47,45.0,41.1,41.2,12,1.1,Sunny,Expert,3.6,Completed
T0396,Earth Excavation,WHE050,OP037,Site Alpha - Sector 1 Quarry,Medium,2026-08-06 01:57:47,60.0,71.3,77.9,29,2.39,Sunny,Beginner,5.4,Completed
T0397,Material Loading,WHE008,OP007,Site Alpha - Sector 1 Quarry,Medium,2026-08-06 02:39:47,45.0,65.4,60.8,12,2.36,Windy,Beginner,6.4,Completed
T0398,Grading,DUM041,OP080,Site Alpha - Sector 4 Foundation,Critical,2026-08-06 03:21:47,90.0,91.9,87.3,19,1.52,Sunny,Intermediate,3.2,Completed
T0399,Earth Excavation,WHE008,OP064,Site Alpha - Sector 1 Quarry,Low,2026-08-06 04:03:47,60.0,78.3,79.3,17,3.77,Cloudy,Beginner,6.4,Completed
T0400,Compaction,DOZ033,OP074,Site Beta - East Trenching Zone,Medium,2026-08-06 04:45:47,50.0,53.2,53.9,20,1.82,Cloudy,Intermediate,3.2,Completed
T0401,Compaction,GRA010,OP038,Site Beta - East Trenching Zone,Critical,2026-08-06 05:27:47,50.0,53.6,57.3,17,1.69,Cloudy,Intermediate,3.4,Completed
T0402,Earth Excavation,GRA040,OP046,Site Gamma - River Basin Basin Prep,Medium,2026-08-06 06:09:47,60.0,77.7,78.6,16,4.26,Storm,Expert,1.3,Completed
T0403,Demolition,DOZ027,OP024,Site Gamma - River Basin Basin Prep,Low,2026-08-06 06:51:47,110.0,104.9,113.0,16,2.42,Cloudy,Expert,4.3,Completed
T0404,Demolition,COM024,OP009,Site Delta - Highway Interchange,Low,2026-08-06 07:33:47,110.0,148.5,155.2,10,3.68,Sunny,Beginner,10.9,Completed
T0405,Grading,EXC031,OP006,Site Delta - Highway Interchange,Critical,2026-08-06 08:15:47,90.0,83.7,89.0,15,1.21,Sunny,Expert,2.5,Completed
T0406,Material Loading,DUM017,OP096,Site Alpha - Sector 1 Quarry,Low,2026-08-06 08:57:47,45.0,42.0,35.8,29,1.34,Cloudy,Expert,1.7,Completed
T0407,Material Loading,DUM005,OP045,Site Beta - North Overpass,Medium,2026-08-06 09:39:47,45.0,65.0,63.7,13,0.94,Cloudy,Beginner,10.8,Completed
T0408,Compaction,EXC043,OP081,Site Beta - East Trenching Zone,Low,2026-08-06 10:21:47,50.0,64.8,61.1,10,1.15,Rainy,Intermediate,1.8,Completed
T0409,Hauling,WHE038,OP095,Site Gamma - River Basin Basin Prep,High,2026-08-06 11:03:47,40.0,64.1,70.1,15,2.69,Rainy,Beginner,6.6,Completed
T0410,Trenching,DOZ003,OP046,Site Alpha - Sector 4 Foundation,High,2026-08-06 11:45:47,75.0,64.7,66.9,17,1.91,Sunny,Expert,2.4,Completed
T0411,Hauling,COM042,OP023,Site Alpha - Sector 1 Quarry,Critical,2026-08-06 12:27:47,40.0,59.6,54.5,12,1.12,Rainy,Beginner,0.7,Completed
T0412,Compaction,EXC031,OP081,Site Delta - Highway Interchange,Medium,2026-08-06 13:09:47,50.0,51.0,51.3,27,1.42,Sunny,Intermediate,2.5,Completed
T0413,Hauling,DOZ009,OP009,Site Beta - East Trenching Zone,Critical,2026-08-06 13:51:47,40.0,47.4,51.0,20,1.35,Cloudy,Beginner,2.8,Completed
T0414,Earth Excavation,EXC019,OP026,Site Gamma - River Basin Basin Prep,Low,2026-08-06 14:33:47,60.0,61.4,60.3,15,4.18,Sunny,Intermediate,4.5,Completed
T0415,Hauling,EXC013,OP006,Site Beta - East Trenching Zone,High,2026-08-06 15:15:47,40.0,47.1,47.7,14,0.43,Rainy,Expert,3.2,Completed
T0416,Material Loading,DOZ033,OP051,Site Beta - East Trenching Zone,Critical,2026-08-06 15:57:47,45.0,58.9,54.7,29,2.16,Cloudy,Beginner,3.2,Completed
T0417,Material Loading,DOZ003,OP097,Site Alpha - Sector 4 Foundation,Medium,2026-08-06 16:39:47,45.0,58.7,53.3,20,3.17,Rainy,Intermediate,2.4,Completed
T0418,Material Loading,DUM023,OP100,Site Gamma - River Basin Basin Prep,Low,2026-08-06 17:21:47,45.0,58.3,56.0,27,2.49,Cloudy,Beginner,4.9,Completed
T0419,Hauling,COM042,OP043,Site Alpha - Sector 1 Quarry,High,2026-08-06 18:03:47,40.0,35.0,35.6,8,3.9,Sunny,Expert,0.7,Completed
T0420,Earth Excavation,COM024,OP056,Site Delta - Highway Interchange,Critical,2026-08-06 18:45:47,60.0,70.3,70.7,22,2.31,Sunny,Intermediate,10.9,Completed
T0421,Compaction,DUM029,OP050,Site Beta - North Overpass,High,2026-08-06 19:27:47,50.0,50.8,47.6,19,1.96,Sunny,Intermediate,1.0,Completed
T0422,Trenching,WHE032,OP089,Site Beta - East Trenching Zone,Critical,2026-08-06 20:09:47,75.0,77.2,82.0,18,3.07,Windy,Intermediate,0.7,Completed
T0423,Material Loading,GRA034,OP035,Site Alpha - Sector 4 Foundation,Low,2026-08-06 20:51:47,45.0,65.5,63.3,15,4.21,Rainy,Beginner,0.8,Completed
T0424,Compaction,GRA028,OP011,Site Gamma - River Basin Basin Prep,Critical,2026-08-06 21:33:47,50.0,63.5,59.4,26,2.55,Sunny,Beginner,4.8,Completed
T0425,Demolition,COM012,OP070,Site Alpha - Sector 4 Foundation,High,2026-08-06 22:15:47,110.0,135.2,137.9,24,1.76,Sunny,Beginner,1.6,Completed
T0426,Material Loading,EXC007,OP011,Site Alpha - Sector 4 Foundation,High,2026-08-06 22:57:47,45.0,59.3,61.2,13,1.61,Cloudy,Beginner,3.2,Completed
T0427,Compaction,EXC019,OP040,Site Gamma - River Basin Basin Prep,Critical,2026-08-06 23:39:47,50.0,56.9,57.4,29,1.54,Cloudy,Intermediate,4.5,Completed
T0428,Demolition,GRA046,OP055,Site Gamma - River Basin Basin Prep,Medium,2026-08-07 00:21:47,110.0,140.1,149.3,10,0.98,Storm,Expert,0.6,Completed
T0429,Compaction,DUM029,OP045,Site Beta - North Overpass,Critical,2026-08-07 01:03:47,50.0,57.4,60.0,23,3.82,Sunny,Beginner,1.0,Completed
T0430,Earth Excavation,DUM047,OP046,Site Delta - Highway Interchange,Critical,2026-08-07 01:45:47,60.0,63.0,57.5,16,1.38,Sunny,Expert,10.4,Completed
T0431,Material Loading,DUM041,OP008,Site Alpha - Sector 4 Foundation,Low,2026-08-07 02:27:47,45.0,40.5,36.4,20,2.23,Sunny,Expert,3.2,Completed
T0432,Compaction,DUM041,OP052,Site Alpha - Sector 4 Foundation,High,2026-08-07 03:09:47,50.0,54.6,49.0,17,4.11,Cloudy,Intermediate,3.2,Completed
T0433,Demolition,COM048,OP087,Site Delta - Highway Interchange,Medium,2026-08-07 03:51:47,110.0,113.4,121.4,12,0.87,Sunny,Intermediate,3.9,Completed
T0434,Earth Excavation,GRA010,OP078,Site Beta - East Trenching Zone,Critical,2026-08-07 04:33:47,60.0,73.9,71.4,22,2.05,Sunny,Beginner,3.4,Completed
T0435,Earth Excavation,DOZ009,OP009,Site Beta - East Trenching Zone,Medium,2026-08-07 05:15:47,60.0,74.9,75.4,8,2.2,Cloudy,Beginner,2.8,Completed
T0436,Hauling,COM042,OP047,Site Alpha - Sector 1 Quarry,High,2026-08-07 05:57:47,40.0,39.9,41.4,27,3.81,Cloudy,Intermediate,0.7,Completed
T0437,Grading,EXC037,OP005,Site Beta - North Overpass,Medium,2026-08-07 06:39:47,90.0,123.8,124.5,13,3.2,Cloudy,Beginner,6.0,Completed
T0438,Compaction,DUM029,OP048,Site Beta - North Overpass,High,2026-08-07 07:21:47,50.0,59.7,60.3,12,1.86,Cloudy,Beginner,1.0,Completed
T0439,Grading,EXC049,OP010,Site Alpha - Sector 4 Foundation,Medium,2026-08-07 08:03:47,90.0,98.5,101.9,10,2.72,Sunny,Intermediate,6.5,Completed
T0440,Demolition,COM024,OP051,Site Delta - Highway Interchange,High,2026-08-07 08:45:47,110.0,154.1,156.0,27,0.44,Sunny,Beginner,10.9,Completed
T0441,Compaction,COM018,OP032,Site Gamma - River Basin Basin Prep,Low,2026-08-07 09:27:47,50.0,48.8,47.0,20,0.71,Sunny,Intermediate,1.2,Completed
T0442,Earth Excavation,COM048,OP024,Site Delta - Highway Interchange,Critical,2026-08-07 10:09:47,60.0,57.9,62.1,12,0.68,Cloudy,Expert,3.9,Completed
T0443,Demolition,EXC025,OP072,Site Beta - North Overpass,Low,2026-08-07 10:51:47,110.0,127.2,111.9,18,2.58,Sunny,Intermediate,9.2,Completed
T0444,Material Loading,WHE050,OP034,Site Alpha - Sector 1 Quarry,Critical,2026-08-07 11:33:47,45.0,62.2,58.3,29,2.14,Rainy,Intermediate,5.4,Completed
T0445,Trenching,GRA040,OP037,Site Gamma - River Basin Basin Prep,Critical,2026-08-07 12:15:47,75.0,87.5,79.3,27,0.51,Sunny,Beginner,1.3,Completed
T0446,Trenching,WHE008,OP018,Site Alpha - Sector 1 Quarry,Low,2026-08-07 12:57:47,75.0,111.3,95.9,8,1.44,Storm,Expert,6.4,Completed
T0447,Grading,COM012,OP092,Site Alpha - Sector 4 Foundation,Critical,2026-08-07 13:39:47,90.0,134.5,134.8,24,0.71,Rainy,Beginner,1.6,Completed
T0448,Earth Excavation,WHE044,OP041,Site Alpha - Sector 4 Foundation,High,2026-08-07 14:21:47,60.0,47.5,47.2,24,1.75,Sunny,Expert,1.2,Completed
T0449,Compaction,DUM005,OP071,Site Beta - North Overpass,High,2026-08-07 15:03:47,50.0,84.7,88.7,21,1.15,Rainy,Beginner,10.8,Completed
T0450,Material Loading,DUM011,OP092,Site Delta - Highway Interchange,Medium,2026-08-07 15:45:47,45.0,56.6,58.4,20,2.28,Windy,Beginner,0.6,Completed
T0451,Hauling,COM024,OP066,Site Delta - Highway Interchange,Medium,2026-08-07 16:27:47,40.0,44.8,51.9,29,0.71,Sunny,Intermediate,10.9,Completed
T0452,Earth Excavation,EXC013,OP018,Site Beta - East Trenching Zone,Medium,2026-08-07 17:09:47,60.0,71.7,73.4,27,1.42,Rainy,Expert,3.2,Completed
T0453,Hauling,WHE032,OP004,Site Beta - East Trenching Zone,High,2026-08-07 17:51:47,40.0,44.9,44.0,21,3.86,Sunny,Beginner,0.7,Completed
T0454,Demolition,EXC037,OP048,Site Beta - North Overpass,Critical,2026-08-07 18:33:47,110.0,151.2,154.4,18,0.58,Cloudy,Beginner,6.0,Completed
T0455,Hauling,COM036,OP017,Site Alpha - Sector 1 Quarry,Low,2026-08-07 19:15:47,40.0,49.8,50.4,10,2.05,Sunny,Beginner,4.3,Completed
T0456,Earth Excavation,WHE020,OP051,Site Alpha - Sector 4 Foundation,Critical,2026-08-07 19:57:47,60.0,76.8,75.3,24,4.09,Cloudy,Beginner,3.4,Completed
T0457,Demolition,DOZ027,OP099,Site Gamma - River Basin Basin Prep,Critical,2026-08-07 20:39:47,110.0,150.3,144.4,13,3.17,Windy,Beginner,4.3,Completed
T0458,Hauling,EXC037,OP010,Site Beta - North Overpass,Medium,2026-08-07 21:21:47,40.0,42.3,41.9,11,2.68,Sunny,Intermediate,6.0,Completed
T0459,Material Loading,COM042,OP010,Site Alpha - Sector 1 Quarry,Critical,2026-08-07 22:03:47,45.0,43.5,45.7,9,2.68,Cloudy,Intermediate,0.7,Completed
T0460,Grading,WHE044,OP067,Site Alpha - Sector 4 Foundation,High,2026-08-07 22:45:47,90.0,95.7,84.5,16,1.68,Windy,Intermediate,1.2,Completed
T0461,Trenching,WHE050,OP071,Site Alpha - Sector 1 Quarry,Medium,2026-08-07 23:27:47,75.0,98.7,95.3,23,2.05,Sunny,Beginner,5.4,Completed
T0462,Hauling,DOZ009,OP056,Site Beta - East Trenching Zone,Low,2026-08-08 00:09:47,40.0,42.6,41.5,14,3.4,Cloudy,Intermediate,2.8,Completed
T0463,Hauling,WHE008,OP067,Site Alpha - Sector 1 Quarry,Medium,2026-08-08 00:51:47,40.0,54.6,53.7,13,4.27,Rainy,Intermediate,6.4,Completed
T0464,Material Loading,DUM011,OP021,Site Delta - Highway Interchange,High,2026-08-08 01:33:47,45.0,50.0,48.1,13,1.43,Windy,Intermediate,0.6,Completed
T0465,Compaction,DOZ015,OP045,Site Delta - Highway Interchange,High,2026-08-08 02:15:47,50.0,61.7,63.4,12,4.1,Cloudy,Beginner,2.7,Completed
T0466,Hauling,COM006,OP033,Site Beta - North Overpass,Medium,2026-08-08 02:57:47,40.0,42.7,47.5,17,0.43,Cloudy,Intermediate,4.5,Completed
T0467,Compaction,COM036,OP036,Site Alpha - Sector 1 Quarry,Medium,2026-08-08 03:39:47,50.0,61.2,57.6,29,3.76,Sunny,Beginner,4.3,Completed
T0468,Compaction,WHE020,OP079,Site Alpha - Sector 4 Foundation,Low,2026-08-08 04:21:47,50.0,43.3,44.6,18,2.26,Sunny,Expert,3.4,Completed
T0469,Demolition,COM042,OP022,Site Alpha - Sector 1 Quarry,Medium,2026-08-08 05:03:47,110.0,86.6,93.6,16,1.21,Sunny,Expert,0.7,Completed
T0470,Trenching,EXC043,OP080,Site Beta - East Trenching Zone,High,2026-08-08 05:45:47,75.0,93.4,103.3,9,1.1,Rainy,Intermediate,1.8,Completed
T0471,Hauling,EXC037,OP006,Site Beta - North Overpass,Low,2026-08-08 06:27:47,40.0,50.5,51.1,21,2.01,Rainy,Expert,6.0,Completed
T0472,Earth Excavation,DOZ003,OP083,Site Alpha - Sector 4 Foundation,High,2026-08-08 07:09:47,60.0,69.3,66.6,10,1.36,Sunny,Beginner,2.4,Completed
T0473,Compaction,WHE014,OP099,Site Alpha - Sector 1 Quarry,Critical,2026-08-08 07:51:47,50.0,60.5,58.6,9,4.2,Sunny,Beginner,3.6,Completed
T0474,Demolition,DUM041,OP004,Site Alpha - Sector 4 Foundation,Critical,2026-08-08 08:33:47,110.0,135.3,136.0,24,0.44,Sunny,Beginner,3.2,Completed
T0475,Compaction,DUM035,OP038,Site Beta - North Overpass,High,2026-08-08 09:15:47,50.0,62.9,68.1,19,1.69,Rainy,Intermediate,3.2,Completed
T0476,Grading,GRA016,OP088,Site Delta - Highway Interchange,Critical,2026-08-08 09:57:47,90.0,92.9,82.4,11,4.39,Sunny,Intermediate,3.2,Completed
T0477,Material Loading,COM030,OP010,Site Beta - East Trenching Zone,Low,2026-08-08 10:39:47,45.0,47.5,53.3,15,4.11,Windy,Intermediate,3.2,Completed
T0478,Trenching,DUM029,OP054,Site Beta - North Overpass,Critical,2026-08-08 11:21:47,75.0,85.2,84.2,19,2.08,Sunny,Beginner,1.0,Completed
T0479,Grading,WHE014,OP044,Site Alpha - Sector 1 Quarry,Medium,2026-08-08 12:03:47,90.0,80.0,71.8,11,3.75,Sunny,Expert,3.6,Completed
T0480,Material Loading,GRA046,OP041,Site Gamma - River Basin Basin Prep,High,2026-08-08 12:45:47,45.0,49.4,51.4,23,1.76,Rainy,Expert,0.6,Completed
T0481,Grading,DOZ009,OP098,Site Beta - East Trenching Zone,High,2026-08-08 13:27:47,90.0,93.6,91.3,10,2.39,Windy,Expert,2.8,Completed
T0482,Demolition,COM036,OP014,Site Alpha - Sector 1 Quarry,High,2026-08-08 14:09:47,110.0,116.3,110.5,28,3.7,Sunny,Intermediate,4.3,Completed
T0483,Trenching,COM030,OP016,Site Beta - East Trenching Zone,High,2026-08-08 14:51:47,75.0,89.7,85.0,13,1.82,Sunny,Beginner,3.2,Completed
T0484,Grading,GRA016,OP019,Site Delta - Highway Interchange,Low,2026-08-08 15:33:47,90.0,105.7,118.7,29,0.54,Sunny,Beginner,3.2,Completed
T0485,Earth Excavation,EXC019,OP050,Site Gamma - River Basin Basin Prep,Critical,2026-08-08 16:15:47,60.0,61.4,59.0,29,1.47,Sunny,Intermediate,4.5,Completed
T0486,Trenching,DUM011,OP042,Site Delta - Highway Interchange,High,2026-08-08 16:57:47,75.0,86.9,83.7,13,3.99,Sunny,Beginner,0.6,Completed
T0487,Trenching,EXC049,OP021,Site Alpha - Sector 4 Foundation,Critical,2026-08-08 17:39:47,75.0,83.0,87.2,25,2.03,Cloudy,Intermediate,6.5,Completed
T0488,Demolition,COM030,OP064,Site Beta - East Trenching Zone,High,2026-08-08 18:21:47,110.0,139.9,139.7,11,1.51,Sunny,Beginner,3.2,Completed
T0489,Grading,WHE002,OP012,Site Alpha - Sector 1 Quarry,Critical,2026-08-08 19:03:47,90.0,103.2,96.6,26,4.44,Rainy,Expert,1.1,Completed
T0490,Demolition,COM030,OP031,Site Beta - East Trenching Zone,Medium,2026-08-08 19:45:47,110.0,113.1,120.1,9,1.75,Sunny,Intermediate,3.2,Completed
T0491,Demolition,DUM023,OP007,Site Gamma - River Basin Basin Prep,Low,2026-08-08 20:27:47,110.0,135.2,131.4,28,2.16,Sunny,Beginner,4.9,Completed
T0492,Material Loading,WHE032,OP077,Site Beta - East Trenching Zone,Critical,2026-08-08 21:09:47,45.0,37.8,36.3,14,0.47,Sunny,Expert,0.7,Completed
T0493,Material Loading,DUM035,OP002,Site Beta - North Overpass,Low,2026-08-08 21:51:47,45.0,59.9,57.3,9,2.87,Windy,Beginner,3.2,Completed
T0494,Grading,DOZ009,OP034,Site Beta - East Trenching Zone,High,2026-08-08 22:33:47,90.0,93.7,88.8,25,3.16,Sunny,Intermediate,2.8,Completed
T0495,Hauling,WHE026,OP047,Site Gamma - River Basin Basin Prep,Low,2026-08-08 23:15:47,40.0,41.1,42.9,24,4.27,Cloudy,Intermediate,1.5,Completed
T0496,Grading,GRA004,OP073,Site Beta - North Overpass,Medium,2026-08-08 23:57:47,90.0,80.3,87.3,16,3.07,Sunny,Expert,4.9,Completed
T0497,Material Loading,COM036,OP037,Site Alpha - Sector 1 Quarry,Low,2026-08-09 00:39:47,45.0,53.3,56.6,27,3.28,Sunny,Beginner,4.3,Completed
T0498,Grading,DOZ033,OP058,Site Beta - East Trenching Zone,High,2026-08-09 01:21:47,90.0,97.2,86.0,16,2.31,Sunny,Intermediate,3.2,Completed
T0499,Hauling,GRA040,OP088,Site Gamma - River Basin Basin Prep,Low,2026-08-09 02:03:47,40.0,41.1,41.6,29,1.61,Cloudy,Intermediate,1.3,Completed
T0500,Trenching,EXC007,OP051,Site Alpha - Sector 4 Foundation,High,2026-08-09 02:45:47,75.0,84.7,94.3,19,2.83,Sunny,Beginner,3.2,Completed
T0501,Hauling,GRA022,OP072,Site Alpha - Sector 4 Foundation,High,2026-08-09 03:27:47,40.0,50.6,52.2,21,3.68,Rainy,Intermediate,0.8,Completed
T0502,Hauling,GRA010,OP026,Site Beta - East Trenching Zone,Critical,2026-08-09 04:09:47,40.0,65.4,66.8,8,3.83,Storm,Intermediate,3.4,Completed
T0503,Demolition,DOZ003,OP006,Site Alpha - Sector 4 Foundation,Low,2026-08-09 04:51:47,110.0,94.1,101.2,20,1.52,Sunny,Expert,2.4,Completed
T0504,Trenching,GRA046,OP043,Site Gamma - River Basin Basin Prep,Critical,2026-08-09 05:33:47,75.0,66.4,67.1,21,2.21,Cloudy,Expert,0.6,Completed
T0505,Demolition,COM030,OP020,Site Beta - East Trenching Zone,Medium,2026-08-09 06:15:47,110.0,124.7,127.2,21,0.92,Rainy,Expert,3.2,Completed
T0506,Material Loading,GRA040,OP041,Site Gamma - River Basin Basin Prep,Medium,2026-08-09 06:57:47,45.0,50.0,47.3,29,4.17,Rainy,Expert,1.3,Completed
T0507,Grading,GRA040,OP095,Site Gamma - River Basin Basin Prep,High,2026-08-09 07:39:47,90.0,103.6,108.6,15,1.58,Sunny,Beginner,1.3,Completed
T0508,Demolition,GRA022,OP065,Site Alpha - Sector 4 Foundation,Critical,2026-08-09 08:21:47,110.0,127.1,135.5,10,1.86,Sunny,Beginner,0.8,Completed
T0509,Compaction,EXC037,OP039,Site Beta - North Overpass,Critical,2026-08-09 09:03:47,50.0,71.9,77.2,10,4.09,Storm,Expert,6.0,Completed
T0510,Hauling,WHE002,OP048,Site Alpha - Sector 1 Quarry,High,2026-08-09 09:45:47,40.0,45.5,42.4,9,2.89,Sunny,Beginner,1.1,Completed
T0511,Compaction,WHE008,OP054,Site Alpha - Sector 1 Quarry,High,2026-08-09 10:27:47,50.0,64.5,63.6,27,0.97,Sunny,Beginner,6.4,Completed
T0512,Hauling,DUM047,OP089,Site Delta - Highway Interchange,Low,2026-08-09 11:09:47,40.0,46.9,49.9,23,4.48,Sunny,Intermediate,10.4,Completed
T0513,Demolition,EXC031,OP034,Site Delta - Highway Interchange,Medium,2026-08-09 11:51:47,110.0,110.8,118.5,22,1.71,Sunny,Intermediate,2.5,Completed
T0514,Compaction,GRA004,OP075,Site Beta - North Overpass,Critical,2026-08-09 12:33:47,50.0,55.4,51.9,23,0.95,Cloudy,Intermediate,4.9,Completed
T0515,Trenching,GRA034,OP081,Site Alpha - Sector 4 Foundation,Critical,2026-08-09 13:15:47,75.0,74.8,79.8,19,2.75,Cloudy,Intermediate,0.8,Completed
T0516,Trenching,WHE044,OP032,Site Alpha - Sector 4 Foundation,Low,2026-08-09 13:57:47,75.0,74.7,68.5,26,3.39,Sunny,Intermediate,1.2,Completed
T0517,Demolition,DOZ045,OP015,Site Gamma - River Basin Basin Prep,Medium,2026-08-09 14:39:47,110.0,113.9,123.9,29,1.66,Sunny,Intermediate,4.0,Completed
T0518,Earth Excavation,DUM029,OP041,Site Beta - North Overpass,Critical,2026-08-09 15:21:47,60.0,50.7,59.6,15,0.91,Sunny,Expert,1.0,Completed
T0519,Trenching,DOZ027,OP089,Site Gamma - River Basin Basin Prep,Medium,2026-08-09 16:03:47,75.0,81.3,77.8,27,3.07,Cloudy,Intermediate,4.3,Completed
T0520,Grading,DOZ033,OP100,Site Beta - East Trenching Zone,Critical,2026-08-09 16:45:47,90.0,106.6,108.5,17,3.76,Sunny,Beginner,3.2,Completed
T0521,Hauling,COM048,OP094,Site Delta - Highway Interchange,Low,2026-08-09 17:27:47,40.0,43.7,40.6,21,2.85,Cloudy,Intermediate,3.9,Completed
T0522,Compaction,DOZ009,OP067,Site Beta - East Trenching Zone,Medium,2026-08-09 18:09:47,50.0,79.7,72.9,15,2.79,Storm,Intermediate,2.8,Completed
T0523,Demolition,DOZ021,OP085,Site Gamma - River Basin Basin Prep,Critical,2026-08-09 18:51:47,110.0,119.2,116.5,11,1.18,Cloudy,Intermediate,1.4,Completed
T0524,Demolition,EXC025,OP041,Site Beta - North Overpass,Medium,2026-08-09 19:33:47,110.0,110.6,112.1,28,2.57,Sunny,Expert,9.2,Completed
T0525,Grading,DUM035,OP044,Site Beta - North Overpass,High,2026-08-09 20:15:47,90.0,123.5,122.9,29,1.64,Storm,Expert,3.2,Completed
T0526,Compaction,WHE050,OP093,Site Alpha - Sector 1 Quarry,High,2026-08-09 20:57:47,50.0,79.4,83.0,14,2.26,Rainy,Beginner,5.4,Completed
T0527,Demolition,EXC031,OP025,Site Delta - Highway Interchange,Medium,2026-08-09 21:39:47,110.0,112.0,110.3,25,2.8,Sunny,Intermediate,2.5,Completed
T0528,Material Loading,COM036,OP039,Site Alpha - Sector 1 Quarry,Medium,2026-08-09 22:21:47,45.0,41.3,38.9,26,0.71,Sunny,Expert,4.3,Completed
